dado: 53.620000, bin_esq: 53.600000, bin_dir: 53.700000, local_j = 536
dado: 29.390000, bin_esq: 29.300000, bin_dir: 29.400000, local_j = 293
dado: 27.080000, bin_esq: 27.000000, bin_dir: 27.100000, local_j = 270
dado: 26.660000, bin_esq: 26.600000, bin_dir: 26.700000, local_j = 266
dado: 18.750000, bin_esq: 18.700000, bin_dir: 18.800000, local_j = 187
dado: 60.050000, bin_esq: 60.000000, bin_dir: 60.100000, local_j = 600
dado: 15.460000, bin_esq: 15.400000, bin_dir: 15.500000, local_j = 154
dado: 58.840000, bin_esq: 58.800000, bin_dir: 58.900000, local_j = 588
dado: 35.100000, bin_esq: 35.000000, bin_dir: 35.100000, local_j = 350
dado: 50.840000, bin_esq: 50.800000, bin_dir: 50.900000, local_j = 508
dado: 4.850000, bin_esq: 4.800000, bin_dir: 4.900000, local_j = 48
dado: 68.500000, bin_esq: 68.400000, bin_dir: 68.500000, local_j = 684
dado: 11.450000, bin_esq: 11.400000, bin_dir: 11.500000, local_j = 114
dado: 12.420000, bin_esq: 12.400000, bin_dir: 12.500000, local_j = 124
dado: 32.210000, bin_esq: 32.200000, bin_dir: 32.300000, local_j = 322
dado: 97.450000, bin_esq: 97.400000, bin_dir: 97.500000, local_j = 974
dado: 98.200000, bin_esq: 98.200000, bin_dir: 98.300000, local_j = 982
dado: 54.320000, bin_esq: 54.300000, bin_dir: 54.400000, local_j = 543
dado: 30.870000, bin_esq: 30.800000, bin_dir: 30.900000, local_j = 308
dado: 62.320000, bin_esq: 62.300000, bin_dir: 62.400000, local_j = 623
dado: 22.940000, bin_esq: 22.900000, bin_dir: 23.000000, local_j = 229
dado: 61.030000, bin_esq: 61.000000, bin_dir: 61.100000, local_j = 610
dado: 1.020000, bin_esq: 1.000000, bin_dir: 1.100000, local_j = 10
dado: 31.040000, bin_esq: 31.000000, bin_dir: 31.100000, local_j = 310
dado: 16.910000, bin_esq: 16.900000, bin_dir: 17.000000, local_j = 169
dado: 37.520000, bin_esq: 37.500000, bin_dir: 37.600000, local_j = 375
dado: 16.330000, bin_esq: 16.300000, bin_dir: 16.400000, local_j = 163
dado: 70.290000, bin_esq: 70.200000, bin_dir: 70.300000, local_j = 702
dado: 8.790000, bin_esq: 8.700000, bin_dir: 8.800000, local_j = 87
dado: 13.810000, bin_esq: 13.800000, bin_dir: 13.900000, local_j = 138
dado: 1.320000, bin_esq: 1.300000, bin_dir: 1.400000, local_j = 13
dado: 5.490000, bin_esq: 5.400000, bin_dir: 5.500000, local_j = 54
dado: 6.970000, bin_esq: 6.900000, bin_dir: 7.000000, local_j = 69
dado: 92.390000, bin_esq: 92.300000, bin_dir: 92.400000, local_j = 923
dado: 10.350000, bin_esq: 10.300000, bin_dir: 10.400000, local_j = 103
dado: 22.780000, bin_esq: 22.700000, bin_dir: 22.800000, local_j = 227
dado: 50.150000, bin_esq: 50.100000, bin_dir: 50.200000, local_j = 501
dado: 82.070000, bin_esq: 82.000000, bin_dir: 82.100000, local_j = 820
dado: 80.070000, bin_esq: 80.000000, bin_dir: 80.100000, local_j = 800
dado: 40.490000, bin_esq: 40.400000, bin_dir: 40.500000, local_j = 404
dado: 81.130000, bin_esq: 81.100000, bin_dir: 81.200000, local_j = 811
dado: 15.530000, bin_esq: 15.500000, bin_dir: 15.600000, local_j = 155
dado: 72.970000, bin_esq: 72.900000, bin_dir: 73.000000, local_j = 729
dado: 79.460000, bin_esq: 79.400000, bin_dir: 79.500000, local_j = 794
dado: 18.180000, bin_esq: 18.100000, bin_dir: 18.200000, local_j = 181
dado: 63.230000, bin_esq: 63.200000, bin_dir: 63.300000, local_j = 632
dado: 37.040000, bin_esq: 37.000000, bin_dir: 37.100000, local_j = 370
dado: 14.580000, bin_esq: 14.500000, bin_dir: 14.600000, local_j = 145
dado: 0.460000, bin_esq: 0.400000, bin_dir: 0.500000, local_j = 4
dado: 27.330000, bin_esq: 27.300000, bin_dir: 27.400000, local_j = 273
dado: 8.030000, bin_esq: 8.000000, bin_dir: 8.100000, local_j = 80
dado: 90.530000, bin_esq: 90.500000, bin_dir: 90.600000, local_j = 905
dado: 43.040000, bin_esq: 43.000000, bin_dir: 43.100000, local_j = 430
dado: 51.690000, bin_esq: 51.600000, bin_dir: 51.700000, local_j = 516
dado: 13.190000, bin_esq: 13.100000, bin_dir: 13.200000, local_j = 131
dado: 13.540000, bin_esq: 13.500000, bin_dir: 13.600000, local_j = 135
dado: 90.540000, bin_esq: 90.500000, bin_dir: 90.600000, local_j = 905
dado: 11.330000, bin_esq: 11.300000, bin_dir: 11.400000, local_j = 113
dado: 75.180000, bin_esq: 75.100000, bin_dir: 75.200000, local_j = 751
dado: 13.990000, bin_esq: 13.900000, bin_dir: 14.000000, local_j = 139
dado: 84.640000, bin_esq: 84.600000, bin_dir: 84.700000, local_j = 846
dado: 52.470000, bin_esq: 52.400000, bin_dir: 52.500000, local_j = 524
dado: 67.160000, bin_esq: 67.100000, bin_dir: 67.200000, local_j = 671
dado: 44.210000, bin_esq: 44.200000, bin_dir: 44.300000, local_j = 442
dado: 55.390000, bin_esq: 55.300000, bin_dir: 55.400000, local_j = 553
dado: 73.560000, bin_esq: 73.500000, bin_dir: 73.600000, local_j = 735
dado: 36.100000, bin_esq: 36.000000, bin_dir: 36.100000, local_j = 360
dado: 17.520000, bin_esq: 17.500000, bin_dir: 17.600000, local_j = 175
dado: 63.950000, bin_esq: 63.900000, bin_dir: 64.000000, local_j = 639
dado: 0.460000, bin_esq: 0.400000, bin_dir: 0.500000, local_j = 4
dado: 24.650000, bin_esq: 24.600000, bin_dir: 24.700000, local_j = 246
dado: 29.710000, bin_esq: 29.700000, bin_dir: 29.800000, local_j = 297
dado: 44.050000, bin_esq: 44.000000, bin_dir: 44.100000, local_j = 440
dado: 36.180000, bin_esq: 36.100000, bin_dir: 36.200000, local_j = 361
dado: 5.930000, bin_esq: 5.900000, bin_dir: 6.000000, local_j = 59
dado: 49.190000, bin_esq: 49.100000, bin_dir: 49.200000, local_j = 491
dado: 42.140000, bin_esq: 42.100000, bin_dir: 42.200000, local_j = 421
dado: 6.440000, bin_esq: 6.400000, bin_dir: 6.500000, local_j = 64
dado: 20.850000, bin_esq: 20.800000, bin_dir: 20.900000, local_j = 208
dado: 97.180000, bin_esq: 97.100000, bin_dir: 97.200000, local_j = 971
dado: 9.440000, bin_esq: 9.400000, bin_dir: 9.500000, local_j = 94
dado: 42.060000, bin_esq: 42.000000, bin_dir: 42.100000, local_j = 420
dado: 21.710000, bin_esq: 21.700000, bin_dir: 21.800000, local_j = 217
dado: 43.790000, bin_esq: 43.700000, bin_dir: 43.800000, local_j = 437
dado: 17.240000, bin_esq: 17.200000, bin_dir: 17.300000, local_j = 172
dado: 38.750000, bin_esq: 38.700000, bin_dir: 38.800000, local_j = 387
dado: 58.530000, bin_esq: 58.500000, bin_dir: 58.600000, local_j = 585
dado: 75.630000, bin_esq: 75.600000, bin_dir: 75.700000, local_j = 756
dado: 64.520000, bin_esq: 64.500000, bin_dir: 64.600000, local_j = 645
dado: 13.490000, bin_esq: 13.400000, bin_dir: 13.500000, local_j = 134
dado: 82.050000, bin_esq: 82.000000, bin_dir: 82.100000, local_j = 820
dado: 8.610000, bin_esq: 8.600000, bin_dir: 8.700000, local_j = 86
dado: 23.560000, bin_esq: 23.500000, bin_dir: 23.600000, local_j = 235
dado: 98.710000, bin_esq: 98.700000, bin_dir: 98.800000, local_j = 987
dado: 97.770000, bin_esq: 97.700000, bin_dir: 97.800000, local_j = 977
dado: 32.260000, bin_esq: 32.200000, bin_dir: 32.300000, local_j = 322
dado: 75.580000, bin_esq: 75.500000, bin_dir: 75.600000, local_j = 755
dado: 45.970000, bin_esq: 45.900000, bin_dir: 46.000000, local_j = 459
dado: 30.170000, bin_esq: 30.100000, bin_dir: 30.200000, local_j = 301
dado: 36.140000, bin_esq: 36.100000, bin_dir: 36.200000, local_j = 361
dado: 3.870000, bin_esq: 3.800000, bin_dir: 3.900000, local_j = 38
dado: 39.440000, bin_esq: 39.400000, bin_dir: 39.500000, local_j = 394
dado: 73.250000, bin_esq: 73.200000, bin_dir: 73.300000, local_j = 732
dado: 83.100000, bin_esq: 83.100000, bin_dir: 83.200000, local_j = 831
dado: 28.290000, bin_esq: 28.200000, bin_dir: 28.300000, local_j = 282
dado: 33.560000, bin_esq: 33.500000, bin_dir: 33.600000, local_j = 335
dado: 44.240000, bin_esq: 44.200000, bin_dir: 44.300000, local_j = 442
dado: 50.520000, bin_esq: 50.500000, bin_dir: 50.600000, local_j = 505
dado: 86.340000, bin_esq: 86.300000, bin_dir: 86.400000, local_j = 863
dado: 87.340000, bin_esq: 87.300000, bin_dir: 87.400000, local_j = 873
dado: 29.110000, bin_esq: 29.100000, bin_dir: 29.200000, local_j = 291
dado: 61.990000, bin_esq: 61.900000, bin_dir: 62.000000, local_j = 619
dado: 42.410000, bin_esq: 42.400000, bin_dir: 42.500000, local_j = 424
dado: 3.560000, bin_esq: 3.500000, bin_dir: 3.600000, local_j = 35
dado: 56.430000, bin_esq: 56.400000, bin_dir: 56.500000, local_j = 564
dado: 44.150000, bin_esq: 44.100000, bin_dir: 44.200000, local_j = 441
dado: 94.180000, bin_esq: 94.100000, bin_dir: 94.200000, local_j = 941
dado: 68.880000, bin_esq: 68.800000, bin_dir: 68.900000, local_j = 688
dado: 71.380000, bin_esq: 71.300000, bin_dir: 71.400000, local_j = 713
dado: 8.410000, bin_esq: 8.400000, bin_dir: 8.500000, local_j = 84
dado: 30.950000, bin_esq: 30.900000, bin_dir: 31.000000, local_j = 309
dado: 89.800000, bin_esq: 89.800000, bin_dir: 89.900000, local_j = 898
dado: 86.060000, bin_esq: 86.000000, bin_dir: 86.100000, local_j = 860
dado: 18.400000, bin_esq: 18.400000, bin_dir: 18.500000, local_j = 184
dado: 60.490000, bin_esq: 60.400000, bin_dir: 60.500000, local_j = 604
dado: 1.160000, bin_esq: 1.100000, bin_dir: 1.200000, local_j = 11
dado: 75.020000, bin_esq: 75.000000, bin_dir: 75.100000, local_j = 750
dado: 28.920000, bin_esq: 28.900000, bin_dir: 29.000000, local_j = 289
dado: 32.790000, bin_esq: 32.700000, bin_dir: 32.800000, local_j = 327
dado: 28.360000, bin_esq: 28.300000, bin_dir: 28.400000, local_j = 283
dado: 35.860000, bin_esq: 35.800000, bin_dir: 35.900000, local_j = 358
dado: 81.260000, bin_esq: 81.200000, bin_dir: 81.300000, local_j = 812
dado: 36.220000, bin_esq: 36.200000, bin_dir: 36.300000, local_j = 362
dado: 93.610000, bin_esq: 93.600000, bin_dir: 93.700000, local_j = 936
dado: 86.170000, bin_esq: 86.100000, bin_dir: 86.200000, local_j = 861
dado: 78.090000, bin_esq: 78.000000, bin_dir: 78.100000, local_j = 780
dado: 4.310000, bin_esq: 4.300000, bin_dir: 4.400000, local_j = 43
dado: 1.460000, bin_esq: 1.400000, bin_dir: 1.500000, local_j = 14
dado: 15.840000, bin_esq: 15.800000, bin_dir: 15.900000, local_j = 158
dado: 97.170000, bin_esq: 97.100000, bin_dir: 97.200000, local_j = 971
dado: 9.600000, bin_esq: 9.600000, bin_dir: 9.700000, local_j = 96
dado: 35.160000, bin_esq: 35.100000, bin_dir: 35.200000, local_j = 351
dado: 81.220000, bin_esq: 81.200000, bin_dir: 81.300000, local_j = 812
dado: 6.790000, bin_esq: 6.700000, bin_dir: 6.800000, local_j = 67
dado: 40.960000, bin_esq: 40.900000, bin_dir: 41.000000, local_j = 409
dado: 1.220000, bin_esq: 1.200000, bin_dir: 1.300000, local_j = 12
dado: 0.200000, bin_esq: 0.100000, bin_dir: 0.200000, local_j = 1
dado: 75.910000, bin_esq: 75.900000, bin_dir: 76.000000, local_j = 759
dado: 29.210000, bin_esq: 29.200000, bin_dir: 29.300000, local_j = 292
dado: 41.230000, bin_esq: 41.200000, bin_dir: 41.300000, local_j = 412
dado: 9.330000, bin_esq: 9.300000, bin_dir: 9.400000, local_j = 93
dado: 94.270000, bin_esq: 94.200000, bin_dir: 94.300000, local_j = 942
dado: 81.560000, bin_esq: 81.500000, bin_dir: 81.600000, local_j = 815
dado: 69.500000, bin_esq: 69.400000, bin_dir: 69.500000, local_j = 694
dado: 0.840000, bin_esq: 0.800000, bin_dir: 0.900000, local_j = 8
dado: 42.030000, bin_esq: 42.000000, bin_dir: 42.100000, local_j = 420
dado: 57.740000, bin_esq: 57.700000, bin_dir: 57.800000, local_j = 577
dado: 66.740000, bin_esq: 66.700000, bin_dir: 66.800000, local_j = 667
dado: 72.710000, bin_esq: 72.700000, bin_dir: 72.800000, local_j = 727
dado: 5.050000, bin_esq: 5.000000, bin_dir: 5.100000, local_j = 50
dado: 93.520000, bin_esq: 93.500000, bin_dir: 93.600000, local_j = 935
dado: 1.550000, bin_esq: 1.500000, bin_dir: 1.600000, local_j = 15
dado: 81.280000, bin_esq: 81.200000, bin_dir: 81.300000, local_j = 812
dado: 13.420000, bin_esq: 13.400000, bin_dir: 13.500000, local_j = 134
dado: 84.720000, bin_esq: 84.700000, bin_dir: 84.800000, local_j = 847
dado: 59.300000, bin_esq: 59.200000, bin_dir: 59.300000, local_j = 592
dado: 76.910000, bin_esq: 76.900000, bin_dir: 77.000000, local_j = 769
dado: 46.720000, bin_esq: 46.700000, bin_dir: 46.800000, local_j = 467
dado: 31.710000, bin_esq: 31.700000, bin_dir: 31.800000, local_j = 317
dado: 25.540000, bin_esq: 25.500000, bin_dir: 25.600000, local_j = 255
dado: 89.090000, bin_esq: 89.000000, bin_dir: 89.100000, local_j = 890
dado: 85.540000, bin_esq: 85.500000, bin_dir: 85.600000, local_j = 855
dado: 35.350000, bin_esq: 35.300000, bin_dir: 35.400000, local_j = 353
dado: 51.920000, bin_esq: 51.900000, bin_dir: 52.000000, local_j = 519
dado: 9.160000, bin_esq: 9.100000, bin_dir: 9.200000, local_j = 91
dado: 73.850000, bin_esq: 73.800000, bin_dir: 73.900000, local_j = 738
dado: 35.720000, bin_esq: 35.700000, bin_dir: 35.800000, local_j = 357
dado: 80.260000, bin_esq: 80.200000, bin_dir: 80.300000, local_j = 802
dado: 76.750000, bin_esq: 76.700000, bin_dir: 76.800000, local_j = 767
dado: 74.720000, bin_esq: 74.700000, bin_dir: 74.800000, local_j = 747
dado: 30.730000, bin_esq: 30.700000, bin_dir: 30.800000, local_j = 307
dado: 98.040000, bin_esq: 98.000000, bin_dir: 98.100000, local_j = 980
dado: 0.690000, bin_esq: 0.600000, bin_dir: 0.700000, local_j = 6
dado: 80.570000, bin_esq: 80.500000, bin_dir: 80.600000, local_j = 805
dado: 71.240000, bin_esq: 71.200000, bin_dir: 71.300000, local_j = 712
dado: 83.990000, bin_esq: 83.900000, bin_dir: 84.000000, local_j = 839
dado: 63.720000, bin_esq: 63.700000, bin_dir: 63.800000, local_j = 637
dado: 82.670000, bin_esq: 82.600000, bin_dir: 82.700000, local_j = 826
dado: 93.730000, bin_esq: 93.700000, bin_dir: 93.800000, local_j = 937
dado: 5.800000, bin_esq: 5.800000, bin_dir: 5.900000, local_j = 58
dado: 98.590000, bin_esq: 98.500000, bin_dir: 98.600000, local_j = 985
dado: 29.050000, bin_esq: 29.000000, bin_dir: 29.100000, local_j = 290
dado: 92.540000, bin_esq: 92.500000, bin_dir: 92.600000, local_j = 925
dado: 20.960000, bin_esq: 20.900000, bin_dir: 21.000000, local_j = 209
dado: 82.680000, bin_esq: 82.600000, bin_dir: 82.700000, local_j = 826
dado: 21.230000, bin_esq: 21.200000, bin_dir: 21.300000, local_j = 212
dado: 65.970000, bin_esq: 65.900000, bin_dir: 66.000000, local_j = 659
dado: 27.960000, bin_esq: 27.900000, bin_dir: 28.000000, local_j = 279
dado: 59.230000, bin_esq: 59.200000, bin_dir: 59.300000, local_j = 592
dado: 13.360000, bin_esq: 13.300000, bin_dir: 13.400000, local_j = 133
dado: 84.570000, bin_esq: 84.500000, bin_dir: 84.600000, local_j = 845
dado: 14.040000, bin_esq: 14.000000, bin_dir: 14.100000, local_j = 140
dado: 88.840000, bin_esq: 88.800000, bin_dir: 88.900000, local_j = 888
dado: 67.210000, bin_esq: 67.200000, bin_dir: 67.300000, local_j = 672
dado: 75.110000, bin_esq: 75.100000, bin_dir: 75.200000, local_j = 751
dado: 34.470000, bin_esq: 34.400000, bin_dir: 34.500000, local_j = 344
dado: 9.640000, bin_esq: 9.600000, bin_dir: 9.700000, local_j = 96
dado: 52.710000, bin_esq: 52.700000, bin_dir: 52.800000, local_j = 527
dado: 40.290000, bin_esq: 40.200000, bin_dir: 40.300000, local_j = 402
dado: 38.780000, bin_esq: 38.700000, bin_dir: 38.800000, local_j = 387
dado: 57.160000, bin_esq: 57.100000, bin_dir: 57.200000, local_j = 571
dado: 44.600000, bin_esq: 44.500000, bin_dir: 44.600000, local_j = 445
dado: 14.430000, bin_esq: 14.400000, bin_dir: 14.500000, local_j = 144
dado: 47.750000, bin_esq: 47.700000, bin_dir: 47.800000, local_j = 477
dado: 4.610000, bin_esq: 4.600000, bin_dir: 4.700000, local_j = 46
dado: 62.560000, bin_esq: 62.500000, bin_dir: 62.600000, local_j = 625
dado: 8.180000, bin_esq: 8.100000, bin_dir: 8.200000, local_j = 81
dado: 19.060000, bin_esq: 19.000000, bin_dir: 19.100000, local_j = 190
dado: 98.690000, bin_esq: 98.600000, bin_dir: 98.700000, local_j = 986
dado: 66.990000, bin_esq: 66.900000, bin_dir: 67.000000, local_j = 669
dado: 48.040000, bin_esq: 48.000000, bin_dir: 48.100000, local_j = 480
dado: 67.500000, bin_esq: 67.400000, bin_dir: 67.500000, local_j = 674
dado: 23.690000, bin_esq: 23.600000, bin_dir: 23.700000, local_j = 236
dado: 88.880000, bin_esq: 88.800000, bin_dir: 88.900000, local_j = 888
dado: 38.630000, bin_esq: 38.600000, bin_dir: 38.700000, local_j = 386
dado: 56.190000, bin_esq: 56.100000, bin_dir: 56.200000, local_j = 561
dado: 19.980000, bin_esq: 19.900000, bin_dir: 20.000000, local_j = 199
dado: 36.030000, bin_esq: 36.000000, bin_dir: 36.100000, local_j = 360
dado: 27.670000, bin_esq: 27.600000, bin_dir: 27.700000, local_j = 276
dado: 55.420000, bin_esq: 55.400000, bin_dir: 55.500000, local_j = 554
dado: 57.190000, bin_esq: 57.100000, bin_dir: 57.200000, local_j = 571
dado: 15.440000, bin_esq: 15.400000, bin_dir: 15.500000, local_j = 154
dado: 28.900000, bin_esq: 28.800000, bin_dir: 28.900000, local_j = 288
dado: 28.800000, bin_esq: 28.700000, bin_dir: 28.800000, local_j = 287
dado: 80.850000, bin_esq: 80.800000, bin_dir: 80.900000, local_j = 808
dado: 84.800000, bin_esq: 84.800000, bin_dir: 84.900000, local_j = 848
dado: 31.940000, bin_esq: 31.900000, bin_dir: 32.000000, local_j = 319
dado: 84.350000, bin_esq: 84.300000, bin_dir: 84.400000, local_j = 843
dado: 49.940000, bin_esq: 49.900000, bin_dir: 50.000000, local_j = 499
dado: 95.360000, bin_esq: 95.300000, bin_dir: 95.400000, local_j = 953
dado: 59.570000, bin_esq: 59.500000, bin_dir: 59.600000, local_j = 595
dado: 15.840000, bin_esq: 15.800000, bin_dir: 15.900000, local_j = 158
dado: 86.290000, bin_esq: 86.200000, bin_dir: 86.300000, local_j = 862
dado: 11.340000, bin_esq: 11.300000, bin_dir: 11.400000, local_j = 113
dado: 44.140000, bin_esq: 44.100000, bin_dir: 44.200000, local_j = 441
dado: 91.780000, bin_esq: 91.700000, bin_dir: 91.800000, local_j = 917
dado: 19.510000, bin_esq: 19.500000, bin_dir: 19.600000, local_j = 195
dado: 43.690000, bin_esq: 43.600000, bin_dir: 43.700000, local_j = 436
dado: 1.300000, bin_esq: 1.200000, bin_dir: 1.300000, local_j = 12
dado: 9.400000, bin_esq: 9.400000, bin_dir: 9.500000, local_j = 94
dado: 23.040000, bin_esq: 23.000000, bin_dir: 23.100000, local_j = 230
dado: 59.090000, bin_esq: 59.000000, bin_dir: 59.100000, local_j = 590
dado: 8.610000, bin_esq: 8.600000, bin_dir: 8.700000, local_j = 86
dado: 11.970000, bin_esq: 11.900000, bin_dir: 12.000000, local_j = 119
dado: 72.490000, bin_esq: 72.400000, bin_dir: 72.500000, local_j = 724
dado: 23.360000, bin_esq: 23.300000, bin_dir: 23.400000, local_j = 233
dado: 51.460000, bin_esq: 51.400000, bin_dir: 51.500000, local_j = 514
dado: 53.800000, bin_esq: 53.700000, bin_dir: 53.800000, local_j = 537
dado: 59.640000, bin_esq: 59.600000, bin_dir: 59.700000, local_j = 596
dado: 58.720000, bin_esq: 58.700000, bin_dir: 58.800000, local_j = 587
dado: 68.840000, bin_esq: 68.800000, bin_dir: 68.900000, local_j = 688
dado: 2.540000, bin_esq: 2.500000, bin_dir: 2.600000, local_j = 25
dado: 66.550000, bin_esq: 66.500000, bin_dir: 66.600000, local_j = 665
dado: 24.740000, bin_esq: 24.700000, bin_dir: 24.800000, local_j = 247
dado: 35.180000, bin_esq: 35.100000, bin_dir: 35.200000, local_j = 351
dado: 5.580000, bin_esq: 5.500000, bin_dir: 5.600000, local_j = 55
dado: 81.250000, bin_esq: 81.200000, bin_dir: 81.300000, local_j = 812
dado: 55.340000, bin_esq: 55.300000, bin_dir: 55.400000, local_j = 553
dado: 89.500000, bin_esq: 89.500000, bin_dir: 89.600000, local_j = 895
dado: 47.980000, bin_esq: 47.900000, bin_dir: 48.000000, local_j = 479
dado: 34.220000, bin_esq: 34.200000, bin_dir: 34.300000, local_j = 342
dado: 10.350000, bin_esq: 10.300000, bin_dir: 10.400000, local_j = 103
dado: 86.100000, bin_esq: 86.100000, bin_dir: 86.200000, local_j = 861
dado: 54.700000, bin_esq: 54.600000, bin_dir: 54.700000, local_j = 546
dado: 79.080000, bin_esq: 79.000000, bin_dir: 79.100000, local_j = 790
dado: 0.960000, bin_esq: 0.900000, bin_dir: 1.000000, local_j = 9
dado: 49.180000, bin_esq: 49.100000, bin_dir: 49.200000, local_j = 491
dado: 78.530000, bin_esq: 78.500000, bin_dir: 78.600000, local_j = 785
dado: 5.260000, bin_esq: 5.200000, bin_dir: 5.300000, local_j = 52
dado: 43.030000, bin_esq: 43.000000, bin_dir: 43.100000, local_j = 430
dado: 50.430000, bin_esq: 50.400000, bin_dir: 50.500000, local_j = 504
dado: 69.620000, bin_esq: 69.600000, bin_dir: 69.700000, local_j = 696
dado: 35.250000, bin_esq: 35.200000, bin_dir: 35.300000, local_j = 352
dado: 97.180000, bin_esq: 97.100000, bin_dir: 97.200000, local_j = 971
dado: 62.830000, bin_esq: 62.800000, bin_dir: 62.900000, local_j = 628
dado: 95.710000, bin_esq: 95.700000, bin_dir: 95.800000, local_j = 957
dado: 7.040000, bin_esq: 7.000000, bin_dir: 7.100000, local_j = 70
dado: 96.000000, bin_esq: 96.000000, bin_dir: 96.100000, local_j = 960
dado: 37.130000, bin_esq: 37.100000, bin_dir: 37.200000, local_j = 371
dado: 69.590000, bin_esq: 69.500000, bin_dir: 69.600000, local_j = 695
dado: 11.090000, bin_esq: 11.000000, bin_dir: 11.100000, local_j = 110
dado: 38.740000, bin_esq: 38.700000, bin_dir: 38.800000, local_j = 387
dado: 79.780000, bin_esq: 79.700000, bin_dir: 79.800000, local_j = 797
dado: 6.950000, bin_esq: 6.900000, bin_dir: 7.000000, local_j = 69
dado: 77.750000, bin_esq: 77.700000, bin_dir: 77.800000, local_j = 777
dado: 22.840000, bin_esq: 22.800000, bin_dir: 22.900000, local_j = 228
dado: 11.670000, bin_esq: 11.600000, bin_dir: 11.700000, local_j = 116
dado: 53.670000, bin_esq: 53.600000, bin_dir: 53.700000, local_j = 536
dado: 10.810000, bin_esq: 10.800000, bin_dir: 10.900000, local_j = 108
dado: 51.110000, bin_esq: 51.100000, bin_dir: 51.200000, local_j = 511
dado: 57.010000, bin_esq: 57.000000, bin_dir: 57.100000, local_j = 570
dado: 87.350000, bin_esq: 87.300000, bin_dir: 87.400000, local_j = 873
dado: 21.320000, bin_esq: 21.300000, bin_dir: 21.400000, local_j = 213
dado: 7.280000, bin_esq: 7.200000, bin_dir: 7.300000, local_j = 72
dado: 59.860000, bin_esq: 59.800000, bin_dir: 59.900000, local_j = 598
dado: 22.800000, bin_esq: 22.700000, bin_dir: 22.800000, local_j = 227
dado: 41.170000, bin_esq: 41.100000, bin_dir: 41.200000, local_j = 411
dado: 24.340000, bin_esq: 24.300000, bin_dir: 24.400000, local_j = 243
dado: 0.760000, bin_esq: 0.700000, bin_dir: 0.800000, local_j = 7
dado: 82.410000, bin_esq: 82.400000, bin_dir: 82.500000, local_j = 824
dado: 20.840000, bin_esq: 20.800000, bin_dir: 20.900000, local_j = 208
dado: 68.260000, bin_esq: 68.200000, bin_dir: 68.300000, local_j = 682
dado: 0.990000, bin_esq: 0.900000, bin_dir: 1.000000, local_j = 9
dado: 41.680000, bin_esq: 41.600000, bin_dir: 41.700000, local_j = 416
dado: 2.090000, bin_esq: 2.000000, bin_dir: 2.100000, local_j = 20
dado: 57.120000, bin_esq: 57.100000, bin_dir: 57.200000, local_j = 571
dado: 65.680000, bin_esq: 65.600000, bin_dir: 65.700000, local_j = 656
dado: 90.310000, bin_esq: 90.300000, bin_dir: 90.400000, local_j = 903
dado: 31.830000, bin_esq: 31.800000, bin_dir: 31.900000, local_j = 318
dado: 34.510000, bin_esq: 34.500000, bin_dir: 34.600000, local_j = 345
dado: 58.160000, bin_esq: 58.100000, bin_dir: 58.200000, local_j = 581
dado: 54.090000, bin_esq: 54.000000, bin_dir: 54.100000, local_j = 540
dado: 62.090000, bin_esq: 62.000000, bin_dir: 62.100000, local_j = 620
dado: 48.490000, bin_esq: 48.400000, bin_dir: 48.500000, local_j = 484
dado: 71.870000, bin_esq: 71.800000, bin_dir: 71.900000, local_j = 718
dado: 35.630000, bin_esq: 35.600000, bin_dir: 35.700000, local_j = 356
dado: 92.250000, bin_esq: 92.200000, bin_dir: 92.300000, local_j = 922
dado: 13.340000, bin_esq: 13.300000, bin_dir: 13.400000, local_j = 133
dado: 21.250000, bin_esq: 21.200000, bin_dir: 21.300000, local_j = 212
dado: 98.730000, bin_esq: 98.700000, bin_dir: 98.800000, local_j = 987
dado: 68.440000, bin_esq: 68.400000, bin_dir: 68.500000, local_j = 684
dado: 14.860000, bin_esq: 14.800000, bin_dir: 14.900000, local_j = 148
dado: 16.800000, bin_esq: 16.800000, bin_dir: 16.900000, local_j = 168
dado: 80.540000, bin_esq: 80.500000, bin_dir: 80.600000, local_j = 805
dado: 60.870000, bin_esq: 60.800000, bin_dir: 60.900000, local_j = 608
dado: 81.150000, bin_esq: 81.100000, bin_dir: 81.200000, local_j = 811
dado: 78.810000, bin_esq: 78.800000, bin_dir: 78.900000, local_j = 788
dado: 49.560000, bin_esq: 49.500000, bin_dir: 49.600000, local_j = 495
dado: 61.030000, bin_esq: 61.000000, bin_dir: 61.100000, local_j = 610
dado: 0.060000, bin_esq: 0.000000, bin_dir: 0.100000, local_j = 0
dado: 14.650000, bin_esq: 14.600000, bin_dir: 14.700000, local_j = 146
dado: 45.470000, bin_esq: 45.400000, bin_dir: 45.500000, local_j = 454
dado: 20.380000, bin_esq: 20.300000, bin_dir: 20.400000, local_j = 203
dado: 97.910000, bin_esq: 97.900000, bin_dir: 98.000000, local_j = 979
dado: 27.360000, bin_esq: 27.300000, bin_dir: 27.400000, local_j = 273
dado: 71.740000, bin_esq: 71.700000, bin_dir: 71.800000, local_j = 717
dado: 4.870000, bin_esq: 4.800000, bin_dir: 4.900000, local_j = 48
dado: 83.000000, bin_esq: 83.000000, bin_dir: 83.100000, local_j = 830
dado: 32.980000, bin_esq: 32.900000, bin_dir: 33.000000, local_j = 329
dado: 71.200000, bin_esq: 71.100000, bin_dir: 71.200000, local_j = 711
